"date","index","wave","statenumber","Land","stmt.id","data.id"
"2021-01-27",1,2,11,"NW",934,646
"2021-01-27",1,2,2,"BW",705,647
"2021-01-27",1,2,11,"NW",934,648
"2021-01-28",3,2,10,"NI",706,649
"2021-01-28",3,2,12,"RP",707,650
"2021-01-28",3,2,12,"RP",707,651
"2021-01-30",4,2,15,"ST",708,652
"2021-01-31",4,2,7,"HH",709,653
"2021-02-01",4,2,3,"BY",710,654
"2021-02-01",4,2,5,"BR",711,655
"2021-02-02",3,2,8,"HE",163,656
"2021-02-02",3,2,8,"HE",163,657
"2021-02-02",4,2,8,"HE",164,658
"2021-02-05",1,2,17,"TH",713,659
"2021-02-05",3,2,14,"SN",712,660
"2021-02-08",3,2,9,"MV",714,661
"2021-02-08",3,2,12,"RP",715,662
"2021-02-09",3,2,16,"SH",717,663
"2021-02-09",3,2,7,"HH",716,664
"2021-02-10",3,2,7,"HH",719,665
"2021-02-10",3,2,17,"TH",720,666
"2021-02-10",1,2,17,"TH",721,667
"2021-02-10",3,2,4,"BE",718,668
"2021-02-11",3,2,16,"SH",253,669
"2021-02-11",3,2,16,"SH",253,670
"2021-02-11",2,2,2,"BW",23,671
"2021-02-11",4,2,3,"BY",722,672
"2021-02-11",1,2,16,"SH",259,673
"2021-02-11",3,2,9,"MV",64,674
"2021-02-11",1,2,9,"MV",724,675
"2021-02-11",3,2,16,"SH",253,676
"2021-02-11",1,2,9,"MV",724,677
"2021-02-11",1,2,11,"NW",931,678
"2021-02-11",1,2,11,"NW",931,679
"2021-02-11",1,2,16,"SH",259,680
"2021-02-11",3,2,16,"SH",253,681
"2021-02-11",1,2,2,"BW",22,682
"2021-02-11",3,2,5,"BR",723,683
"2021-02-11",1,2,16,"SH",259,684
"2021-02-11",1,2,9,"MV",724,685
"2021-02-11",3,2,11,"NW",930,686
"2021-02-11",1,2,11,"NW",931,687
"2021-02-11",1,2,16,"SH",259,688
"2021-02-11",2,2,9,"MV",68,689
"2021-02-11",3,2,11,"NW",930,690
"2021-02-11",3,2,9,"MV",64,691
"2021-02-11",1,2,16,"SH",259,692
"2021-02-12",2,2,9,"MV",727,693
"2021-02-12",3,2,4,"BE",726,694
"2021-02-13",1,2,7,"HH",728,695
"2021-02-14",4,2,15,"ST",729,696
"2021-02-14",4,2,16,"SH",730,697
"2021-02-15",3,2,13,"SL",190,698
"2021-02-17",4,2,10,"NI",133,699
"2021-02-17",1,2,13,"SL",731,700
"2021-02-17",1,2,10,"NI",130,701
"2021-02-17",1,2,10,"NI",130,702
"2021-02-17",3,2,10,"NI",129,703
"2021-02-17",3,2,10,"NI",129,704
"2021-02-23",3,2,5,"BR",732,705
"2021-02-24",3,2,6,"HB",43,706
"2021-02-24",3,2,6,"HB",43,707
"2021-02-24",1,2,8,"HE",733,708
"2021-02-25",1,2,8,"HE",735,709
"2021-02-25",3,2,8,"HE",734,710
"2021-02-26",1,2,7,"HH",736,711
"2021-02-26",1,2,16,"SH",738,712
"2021-02-26",3,2,11,"NW",737,713
"2021-02-27",1,2,4,"BE",739,714
"2021-02-28",4,2,9,"MV",740,715
"2021-03-01",4,3,3,"BY",741,716
"2021-03-01",3,3,14,"SN",742,717
"2021-03-02",3,3,4,"BE",743,718
"2021-03-02",3,3,16,"SH",744,719
"2021-03-03",1,3,16,"SH",745,720
"2021-03-04",1,3,14,"SN",749,721
"2021-03-04",1,3,11,"NW",926,722
"2021-03-04",1,3,16,"SH",261,723
"2021-03-04",3,3,16,"SH",262,724
"2021-03-04",3,3,8,"HE",747,725
"2021-03-04",3,3,10,"NI",748,726
"2021-03-04",1,3,11,"NW",926,727
"2021-03-04",3,3,11,"NW",925,728
"2021-03-04",3,3,11,"NW",925,729
"2021-03-04",1,3,16,"SH",261,730
"2021-03-04",3,3,11,"NW",925,731
"2021-03-04",3,3,7,"HH",746,732
"2021-03-05",4,3,2,"BW",25,733
"2021-03-05",3,3,9,"MV",72,734
"2021-03-05",4,3,2,"BW",25,735
"2021-03-05",1,3,2,"BW",26,736
"2021-03-05",1,3,9,"MV",71,737
"2021-03-05",3,3,9,"MV",72,738
"2021-03-05",1,3,5,"BR",750,739
"2021-03-05",4,3,9,"MV",70,740
"2021-03-06",1,3,9,"MV",752,741
"2021-03-06",1,3,7,"HH",751,742
"2021-03-08",3,3,13,"SL",197,743
"2021-03-08",4,3,6,"HB",44,744
"2021-03-08",3,3,13,"SL",197,745
"2021-03-08",3,3,13,"SL",197,746
"2021-03-11",1,3,17,"TH",753,747
"2021-03-16",4,3,8,"HE",167,748
"2021-03-16",3,3,8,"HE",757,749
"2021-03-16",3,3,3,"BY",754,750
"2021-03-16",4,3,8,"HE",167,751
"2021-03-16",3,3,8,"HE",757,752
"2021-03-16",3,3,4,"BE",756,753
"2021-03-16",3,3,4,"BE",756,754
"2021-03-18",2,3,4,"BE",758,755
"2021-03-19",1,3,15,"ST",759,756
"2021-03-19",3,3,11,"NW",921,757
"2021-03-19",1,3,11,"NW",922,758
"2021-03-20",2,3,13,"SL",761,759
"2021-03-20",4,3,3,"BY",760,760
"2021-03-22",3,3,14,"SN",762,761
"2021-03-23",1,3,8,"HE",770,762
"2021-03-23",1,3,4,"BE",763,763
"2021-03-23",3,3,6,"HB",766,764
"2021-03-23",2,3,8,"HE",769,765
"2021-03-23",4,3,11,"NW",771,766
"2021-03-23",3,3,16,"SH",773,767
"2021-03-23",1,3,7,"HH",767,768
"2021-03-23",1,3,17,"TH",775,769
"2021-03-23",3,3,5,"BR",765,770
"2021-03-23",1,3,4,"BE",763,771
"2021-03-23",3,3,11,"NW",772,772
"2021-03-23",1,3,16,"SH",774,773
"2021-03-23",3,3,8,"HE",768,774
"2021-03-24",1,3,11,"NW",779,775
"2021-03-24",3,3,16,"SH",264,776
"2021-03-24",1,3,6,"HB",45,777
"2021-03-24",1,3,10,"NI",778,778
"2021-03-24",1,3,2,"BW",776,779
"2021-03-24",1,3,5,"BR",777,780
"2021-03-24",3,3,11,"NW",920,781
"2021-03-24",3,3,2,"BW",27,782
"2021-03-25",4,3,4,"BE",92,783
"2021-03-25",1,3,9,"MV",77,784
"2021-03-25",3,3,9,"MV",73,785
"2021-03-25",3,3,9,"MV",73,786
"2021-03-25",3,3,3,"BY",780,787
"2021-03-25",3,3,9,"MV",73,788
"2021-03-25",1,3,13,"SL",193,789
"2021-03-25",1,3,9,"MV",77,790
"2021-03-25",1,3,9,"MV",77,791
"2021-03-25",1,3,8,"HE",782,792
"2021-03-25",1,3,13,"SL",193,793
"2021-03-25",1,3,13,"SL",193,794
"2021-03-25",3,3,13,"SL",191,795
"2021-03-25",3,3,9,"MV",73,796
"2021-03-25",1,3,9,"MV",77,797
"2021-03-25",1,3,4,"BE",93,798
"2021-03-25",1,3,4,"BE",93,799
"2021-03-26",1,3,11,"NW",785,800
"2021-03-26",1,3,4,"BE",784,801
"2021-03-26",1,3,10,"NI",135,802
"2021-03-26",3,3,10,"NI",134,803
"2021-03-27",1,3,2,"BW",786,804
"2021-03-28",4,3,2,"BW",787,805
"2021-03-28",4,3,3,"BY",788,806
"2021-03-28",3,3,14,"SN",790,807
"2021-03-28",2,3,15,"ST",791,808
"2021-03-28",1,3,4,"BE",789,809
"2021-03-29",3,3,16,"SH",795,810
"2021-03-29",3,3,7,"HH",792,811
"2021-03-29",1,3,8,"HE",793,812
"2021-03-29",3,3,12,"RP",794,813
"2021-03-30",1,3,8,"HE",798,814
"2021-03-30",2,3,8,"HE",797,815
"2021-03-30",1,3,16,"SH",799,816
"2021-03-30",4,3,4,"BE",796,817
"2021-03-31",3,3,2,"BW",800,818
"2021-03-31",3,3,3,"BY",801,819
"2021-03-31",3,3,7,"HH",802,820
"2021-04-01",4,3,6,"HB",803,821
"2021-04-01",3,3,6,"HB",804,822
"2021-04-02",3,3,11,"NW",805,823
"2021-04-02",1,3,13,"SL",806,824
"2021-04-04",1,3,13,"SL",807,825
"2021-04-04",1,3,16,"SH",808,826
"2021-04-05",4,3,11,"NW",810,827
"2021-04-05",3,3,11,"NW",809,828
"2021-04-06",3,3,7,"HH",811,829
"2021-04-06",4,3,8,"HE",812,830
"2021-04-07",4,3,3,"BY",813,831
"2021-04-07",1,3,16,"SH",814,832
"2021-04-08",3,3,16,"SH",818,833
"2021-04-08",3,3,12,"RP",815,834
"2021-04-08",2,3,12,"RP",816,835
"2021-04-08",3,3,13,"SL",817,836
"2021-04-09",3,3,2,"BW",819,837
"2021-04-09",1,3,14,"SN",824,838
"2021-04-09",1,3,17,"TH",827,839
"2021-04-09",1,3,15,"ST",825,840
"2021-04-09",1,3,4,"BE",821,841
"2021-04-09",3,3,3,"BY",820,842
"2021-04-09",4,3,17,"TH",826,843
"2021-04-09",4,3,11,"NW",823,844
"2021-04-09",1,3,10,"NI",822,845
"2021-04-10",3,3,8,"HE",830,846
"2021-04-10",3,3,9,"MV",831,847
"2021-04-10",3,3,5,"BR",829,848
"2021-04-10",1,3,4,"BE",828,849
"2021-04-11",2,3,14,"SN",834,850
"2021-04-11",3,3,5,"BR",832,851
"2021-04-11",3,3,6,"HB",833,852
"2021-04-12",4,3,12,"RP",835,853
"2021-04-13",1,3,8,"HE",836,854
"2021-04-14",1,3,10,"NI",837,855
"2021-04-14",1,3,15,"ST",838,856
"2021-04-15",3,3,11,"NW",917,857
"2021-04-15",4,3,5,"BR",839,858
"2021-04-15",1,3,11,"NW",919,859
"2021-04-15",3,3,11,"NW",917,860
"2021-04-15",1,3,12,"RP",840,861
"2021-04-15",1,3,11,"NW",919,862
"2021-04-15",1,3,11,"NW",919,863
"2021-04-15",4,3,11,"NW",913,864
"2021-04-15",2,3,16,"SH",841,865
"2021-04-15",3,3,11,"NW",917,866
"2021-04-16",1,3,9,"MV",81,867
"2021-04-16",3,3,9,"MV",842,868
"2021-04-16",1,3,9,"MV",81,869
"2021-04-17",1,3,13,"SL",843,870
"2021-04-20",1,3,16,"SH",265,871
"2021-04-20",2,3,16,"SH",844,872
"2021-04-20",3,3,16,"SH",266,873
"2021-04-20",1,3,16,"SH",265,874
"2021-04-21",1,3,10,"NI",141,875
"2021-04-21",1,3,10,"NI",141,876
"2021-04-21",3,3,10,"NI",142,877
"2021-04-21",1,3,10,"NI",141,878
"2021-04-22",1,3,9,"MV",847,879
"2021-04-22",3,3,13,"SL",848,880
"2021-04-22",1,3,8,"HE",846,881
"2021-04-22",3,3,5,"BR",845,882
"2021-04-23",1,3,16,"SH",849,883
"2021-04-24",1,3,7,"HH",850,884
"2021-04-25",4,3,17,"TH",851,885
"2021-04-27",1,3,2,"BW",852,886
"2021-04-27",1,3,8,"HE",171,887
"2021-04-27",4,3,8,"HE",169,888
"2021-04-27",1,3,17,"TH",855,889
"2021-04-27",1,3,12,"RP",854,890
"2021-04-27",3,3,8,"HE",170,891
"2021-04-27",3,3,8,"HE",170,892
"2021-04-28",3,3,11,"NW",857,893
"2021-04-28",1,3,7,"HH",856,894
"2021-04-28",3,3,11,"NW",857,895
"2021-04-28",3,3,11,"NW",857,896
"2021-04-28",3,3,11,"NW",857,897
"2021-05-01",1,3,5,"BR",858,898
"2021-05-01",1,3,16,"SH",859,899
"2021-05-02",1,3,16,"SH",860,900
"2021-05-03",1,3,3,"BY",861,901
"2021-05-03",1,3,4,"BE",862,902
"2021-05-04",1,3,15,"ST",865,903
"2021-05-04",1,3,10,"NI",864,904
"2021-05-04",1,3,2,"BW",863,905
"2021-05-05",3,3,6,"HB",47,906
"2021-05-05",1,3,6,"HB",46,907
"2021-05-11",1,3,10,"NI",146,908
"2021-05-11",1,3,5,"BR",866,909
"2021-05-11",3,3,10,"NI",145,910
"2021-05-12",1,3,8,"HE",867,911
"2021-05-15",1,3,14,"SN",868,912
"2021-05-17",2,3,11,"NW",870,913
"2021-05-17",3,3,7,"HH",869,914
"2021-05-20",1,3,4,"BE",871,915
"2021-05-27",1,3,8,"HE",872,916
"2021-05-27",1,3,16,"SH",873,917
"2021-06-02",3,3,9,"MV",874,918
"2021-06-04",1,3,3,"BY",875,919
"2021-06-09",1,3,9,"MV",83,920
"2021-06-09",3,3,9,"MV",84,921
"2021-06-10",1,3,7,"HH",876,922
"2021-06-10",4,3,9,"MV",877,923
"2021-06-16",1,NA,13,"SL",194,924
"2021-06-16",1,NA,13,"SL",194,925
"2021-06-16",1,NA,13,"SL",194,926
"2021-06-16",1,NA,11,"NW",909,927
"2021-06-16",1,NA,11,"NW",909,928
"2021-06-19",1,NA,7,"HH",879,929
"2021-06-22",1,NA,8,"HE",880,930
"2021-06-23",1,NA,16,"SH",881,931
"2021-06-26",2,NA,9,"MV",882,932
"2021-06-28",4,NA,7,"HH",884,933
"2021-06-28",4,NA,3,"BY",883,934
"2021-07-04",1,NA,17,"TH",885,935
"2021-07-11",3,NA,6,"HB",886,936
"2021-07-18",4,NA,9,"MV",887,937
"2021-07-19",1,NA,16,"SH",888,938
"2021-07-22",4,NA,8,"HE",889,939
"2021-07-25",3,NA,5,"BR",890,940
"2021-07-25",1,NA,7,"HH",891,941
"2021-07-27",1,NA,3,"BY",892,942
"2021-07-28",4,NA,3,"BY",893,943
"2021-07-29",3,NA,14,"SN",894,944
"2021-07-30",4,NA,16,"SH",896,945
"2021-07-30",1,NA,4,"BE",895,946
"2021-08-02",1,NA,16,"SH",897,947
"2021-08-10",3,NA,12,"RP",899,948
"2021-08-10",4,NA,7,"HH",898,949
"2021-08-11",1,NA,10,"NI",900,950
"2021-08-20",1,NA,4,"BE",901,951
"2021-08-21",1,NA,3,"BY",902,952
"2021-08-22",4,NA,11,"NW",903,953
"2021-08-23",1,NA,16,"SH",904,954
"2021-08-24",1,NA,4,"BE",905,955
"2021-08-28",1,NA,13,"SL",906,956
"2021-08-31",1,NA,7,"HH",907,957
